EventID,Locality,Station,StartLatitude,StartLongitude,EndLatitude,EndLongitude,MinimumDepthInMeters,MaximumDepthInMeters,Temperature,Salinity,Oxygen,ObservationDate,ObservationTime,SampleID,ImageFilePath,ScientificName,AphiaID,IndividualCount,Density,Size,Condition,WeightInKg,AssociatedTaxa,Habitat,Substrate
D20220619-T200442,SE Gulf of Alaska,,56.10619,-134.55306,56.10471,-134.55588,511.924,523.625,5.038008262,,,6/19/2018,11:24:33,,,Balticina,146534,1,0.003365662483,,Live,,Sebastolobus,,Mud-mixed coarse
D20220619-T200442,SE Gulf of Alaska,,56.10619,-134.55306,56.10471,-134.55588,511.924,523.625,5.038008262,,,6/19/2018,11:24:33,,,Stylasteridae,22805,74,0.2490590238,,Live,,Sebastolobus,,Mud-mixed coarse
D20220619-T214139,SE Gulf of Alaska,,56.13509,-134.37231,56.13303,-134.37132,247.118,258.57,5.778282176,,,6/19/2018,12:50:32,,,Demospongiae,164811,5,0.01192949029,,Live,,Hydrolagus colliei; Sebastolobus; Sebastes babcocki; Sebastes,,Mixed Coarse-mixed coarse
D20220619-T214139,SE Gulf of Alaska,,56.13509,-134.37231,56.13303,-134.37132,247.118,258.57,5.778282176,,,6/19/2018,12:50:32,,,Stylasteridae,22805,17,0.04056026699,,Live,,Hydrolagus colliei; Sebastolobus; Sebastes babcocki; Sebastes,,Mixed Coarse-mixed coarse
D20220620-T012020,SE Gulf of Alaska,,56.00099,-134.59259,56.00278,-134.58832,383.412,402.95,5.283504696,,,6/19/2018,16:36:00,,,Calcigorgia beringi,520678,79,0.1046757374,,Live,,Sebastolobus; Teleostei; Bathyraja; Sebastes; Hydrolagus colliei; Pleuronectidae; Microstomus pacificus,,Mixed Coarse-cobble
D20220620-T012020,SE Gulf of Alaska,,56.00099,-134.59259,56.00278,-134.58832,383.412,402.95,5.283504696,,,6/19/2018,16:36:00,,,Demospongiae,164811,20,0.02650018668,,Live,,Sebastolobus; Teleostei; Bathyraja; Sebastes; Hydrolagus colliei; Pleuronectidae; Microstomus pacificus,,Mixed Coarse-cobble
D20220620-T012020,SE Gulf of Alaska,,56.00099,-134.59259,56.00278,-134.58832,383.412,402.95,5.283504696,,,6/19/2018,16:36:00,,,Hexactinellida,22612,58,0.07685054137,,Live,,Sebastolobus; Teleostei; Bathyraja; Sebastes; Hydrolagus colliei; Pleuronectidae; Microstomus pacificus,,Mixed Coarse-cobble
D20220620-T012020,SE Gulf of Alaska,,56.00099,-134.59259,56.00278,-134.58832,383.412,402.95,5.283504696,,,6/19/2018,16:36:00,,,Stylasteridae,22805,15,0.01987514001,,Live,,Sebastolobus; Teleostei; Bathyraja; Sebastes; Hydrolagus colliei; Pleuronectidae; Microstomus pacificus,,Mixed Coarse-cobble
D20220620-T032021,SE Gulf of Alaska,,56.00442,-134.88525,56.00414,-134.8921,305.483,325.986,4.793238779,,,6/19/2018,18:33:10,,,Demospongiae,164811,40,0.04679370631,,Live,,Anoplopoma fimbria; Sebastes helvomaculatus; Pleuronectidae; Sebastolobus; Sebastes alutus; Cottidae; Microstomus pacificus; Sebastes,,Cobble-boulder
D20220620-T032021,SE Gulf of Alaska,,56.00442,-134.88525,56.00414,-134.8921,305.483,325.986,4.793238779,,,6/19/2018,18:33:10,,,Hexactinellida,22612,14,0.01637779721,,Live,,Anoplopoma fimbria; Sebastes helvomaculatus; Pleuronectidae; Sebastolobus; Sebastes alutus; Cottidae; Microstomus pacificus; Sebastes,,Cobble-boulder
D20220620-T032021,SE Gulf of Alaska,,56.00442,-134.88525,56.00414,-134.8921,305.483,325.986,4.793238779,,,6/19/2018,18:33:10,,,Malacalcyonacea,1609357,1,0.001169842658,,Live,,Anoplopoma fimbria; Sebastes helvomaculatus; Pleuronectidae; Sebastolobus; Sebastes alutus; Cottidae; Microstomus pacificus; Sebastes,,Cobble-boulder
D20220620-T032021,SE Gulf of Alaska,,56.00442,-134.88525,56.00414,-134.8921,305.483,325.986,4.793238779,,,6/19/2018,18:33:10,,,Stylasteridae,22805,48,0.05615244757,,Live,,Anoplopoma fimbria; Sebastes helvomaculatus; Pleuronectidae; Sebastolobus; Sebastes alutus; Cottidae; Microstomus pacificus; Sebastes,,Cobble-boulder
D20220620-T154506,SE Gulf of Alaska,,54.74775,-133.35079,54.7506,-133.35121,127.685,144.077,6.631896466,,,6/19/2018,6:51:39,,,Demospongiae,164811,8,0.01315347732,,Live,,Sebastes helvomaculatus; Hydrolagus colliei; Pleuronectidae; Cottoidei; Sebastes; Sebastes proriger; Hippoglossus stenolepis,,Mud-mixed coarse
D20220620-T165928,SE Gulf of Alaska,,54.69635,-133.21632,54.70009,-133.21954,175.977,191.845,5.914666314,,,6/20/2018,8:07:11,,,Balticina,146534,6,0.009436453362,,Live,,Sebastes alutus; Pleuronectidae; Hydrolagus colliei; Sebastes,,Mixed Coarse-sand
D20220620-T165928,SE Gulf of Alaska,,54.69635,-133.21632,54.70009,-133.21954,175.977,191.845,5.914666314,,,6/20/2018,8:07:11,,,Balticina willemoesi,1393616,3,0.004718226681,,Live,,Sebastes alutus; Pleuronectidae; Hydrolagus colliei; Sebastes,,Mixed Coarse-sand
D20220620-T165928,SE Gulf of Alaska,,54.69635,-133.21632,54.70009,-133.21954,175.977,191.845,5.914666314,,,6/20/2018,8:07:11,,,Demospongiae,164811,7,0.01100919559,,Live,,Sebastes alutus; Pleuronectidae; Hydrolagus colliei; Sebastes,,Mixed Coarse-sand
D20220620-T165928,SE Gulf of Alaska,,54.69635,-133.21632,54.70009,-133.21954,175.977,191.845,5.914666314,,,6/20/2018,8:07:11,,,Gorgonacea,1366,1,0.001572742227,,Live,,Sebastes alutus; Pleuronectidae; Hydrolagus colliei; Sebastes,,Mixed Coarse-sand
D20220620-T165928,SE Gulf of Alaska,,54.69635,-133.21632,54.70009,-133.21954,175.977,191.845,5.914666314,,,6/20/2018,8:07:11,,,Hexactinellida,22612,12,0.01887290672,,Live,,Sebastes alutus; Pleuronectidae; Hydrolagus colliei; Sebastes,,Mixed Coarse-sand
D20220620-T165928,SE Gulf of Alaska,,54.69635,-133.21632,54.70009,-133.21954,175.977,191.845,5.914666314,,,6/20/2018,8:07:11,,,Pennatulacea,1367,5,0.007863711135,,Live,,Sebastes alutus; Pleuronectidae; Hydrolagus colliei; Sebastes,,Mixed Coarse-sand
D20220620-T165928,SE Gulf of Alaska,,54.69635,-133.21632,54.70009,-133.21954,175.977,191.845,5.914666314,,,6/20/2018,8:07:11,,,Primnoidae,125278,1,0.001572742227,,Live,,Sebastes alutus; Pleuronectidae; Hydrolagus colliei; Sebastes,,Mixed Coarse-sand
D20220620-T191601,SE Gulf of Alaska,,54.67355,-133.00018,54.67568,-133.00205,183.207,198.854,5.738588863,,,6/20/2018,10:34:20,,,Demospongiae,164811,2,0.005611612928,,Live,,Teleostei; Hydrolagus colliei,,Mixed Coarse-mud
D20220620-T191601,SE Gulf of Alaska,,54.67355,-133.00018,54.67568,-133.00205,183.207,198.854,5.738588863,,,6/20/2018,10:34:20,,,Hexactinellida,22612,16,0.04489290343,,Live,,Teleostei; Hydrolagus colliei,,Mixed Coarse-mud
D20220620-T191601,SE Gulf of Alaska,,54.67355,-133.00018,54.67568,-133.00205,183.207,198.854,5.738588863,,,6/20/2018,10:34:20,,,Primnoa pacifica,286539,6,0.01683483879,,Live,,Teleostei; Hydrolagus colliei,,Mixed Coarse-mud
D20220620-T191601,SE Gulf of Alaska,,54.67355,-133.00018,54.67568,-133.00205,183.207,198.854,5.738588863,,,6/20/2018,10:34:20,,,Stylasteridae,22805,70,0.1964064525,,Live,,Teleostei; Hydrolagus colliei,,Mixed Coarse-mud
D20220620-T205113,SE Gulf of Alaska,,54.65068,-133.02899,54.65367,-133.02789,302.309,314.037,5.863283375,,,6/20/2018,11:51:18,,,Pennatulacea,1367,4,0.008437384796,,Live,,Atheresthes; Pleuronectidae; Microstomus pacificus; Sebastes,,Mud-mud
D20220620-T230201,SE Gulf of Alaska,,54.56161,-132.80984,54.56165,-132.80075,366.11,380.763,5.192663324,,,6/20/2018,14:29:20,,,Hexactinellida,22612,6,0.005042421154,,Live,,Sebastolobus; Pleuronectidae; Sebastes,,Mud-mixed coarse
D20220620-T230201,SE Gulf of Alaska,,54.56161,-132.80984,54.56165,-132.80075,366.11,380.763,5.192663324,,,6/20/2018,14:29:20,,,Pennatulacea,1367,1,0.0008404035256,,Live,,Sebastolobus; Pleuronectidae; Sebastes,,Mud-mixed coarse
D20220620-T230201,SE Gulf of Alaska,,54.56161,-132.80984,54.56165,-132.80075,366.11,380.763,5.192663324,,,6/20/2018,14:29:20,,,Porifera,558,1,0.0008404035256,,Live,,Sebastolobus; Pleuronectidae; Sebastes,,Mud-mixed coarse
D20220620-T230201,SE Gulf of Alaska,,54.56161,-132.80984,54.56165,-132.80075,366.11,380.763,5.192663324,,,6/20/2018,14:29:20,,,Primnoa pacifica,286539,4,0.003361614102,,Live,,Sebastolobus; Pleuronectidae; Sebastes,,Mud-mixed coarse
D20220620-T230201,SE Gulf of Alaska,,54.56161,-132.80984,54.56165,-132.80075,366.11,380.763,5.192663324,,,6/20/2018,14:29:20,,,Stylasteridae,22805,27,0.02269089519,,Live,,Sebastolobus; Pleuronectidae; Sebastes,,Mud-mixed coarse
D20220621-T020702,SE Gulf of Alaska,,54.50362,-133.05908,54.5009,-133.05939,104.533,135.688,6.802968717,,,6/20/2018,17:17:01,,,Acanthogorgiidae,125272,41,0.06194950501,,Live,,Cottidae; Sebastes nigrocinctus; Teleostei; Sebastes helvomaculatus; Sebastes,,Rock-rock
D20220621-T020702,SE Gulf of Alaska,,54.50362,-133.05908,54.5009,-133.05939,104.533,135.688,6.802968717,,,6/20/2018,17:17:01,,,Demospongiae,164811,51,0.07705914038,,Live,,Cottidae; Sebastes nigrocinctus; Teleostei; Sebastes helvomaculatus; Sebastes,,Rock-rock
D20220621-T020702,SE Gulf of Alaska,,54.50362,-133.05908,54.5009,-133.05939,104.533,135.688,6.802968717,,,6/20/2018,17:17:01,,,Hexactinellida,22612,6769.114286,10.22788486,,Live,,Cottidae; Sebastes nigrocinctus; Teleostei; Sebastes helvomaculatus; Sebastes,,Rock-rock
D20220621-T020702,SE Gulf of Alaska,,54.50362,-133.05908,54.5009,-133.05939,104.533,135.688,6.802968717,,,6/20/2018,17:17:01,,,Porifera,558,10,0.01510963537,,Live,,Cottidae; Sebastes nigrocinctus; Teleostei; Sebastes helvomaculatus; Sebastes,,Rock-rock
D20220621-T020702,SE Gulf of Alaska,,54.50362,-133.05908,54.5009,-133.05939,104.533,135.688,6.802968717,,,6/20/2018,17:17:01,,,Primnoidae,125278,1,0.001510963537,,Live,,Cottidae; Sebastes nigrocinctus; Teleostei; Sebastes helvomaculatus; Sebastes,,Rock-rock
D20220621-T020702,SE Gulf of Alaska,,54.50362,-133.05908,54.5009,-133.05939,104.533,135.688,6.802968717,,,6/20/2018,17:17:01,,,Stylasteridae,22805,68,0.1027455205,,Live,,Cottidae; Sebastes nigrocinctus; Teleostei; Sebastes helvomaculatus; Sebastes,,Rock-rock
D20220621-T034933,SE Gulf of Alaska,,54.52153,-133.34241,54.52387,-133.34454,303.468,320.853,5.610777758,,,6/20/2018,19:03:04,,,Demospongiae,164811,4,0.007483086409,,Live,,Sebastolobus; Microstomus pacificus; Pleuronectidae,,Mud-cobble
D20220621-T034933,SE Gulf of Alaska,,54.52153,-133.34241,54.52387,-133.34454,303.468,320.853,5.610777758,,,6/20/2018,19:03:04,,,Hexactinellida,22612,8,0.01496617282,,Live,,Sebastolobus; Microstomus pacificus; Pleuronectidae,,Mud-cobble
D20220621-T034933,SE Gulf of Alaska,,54.52153,-133.34241,54.52387,-133.34454,303.468,320.853,5.610777758,,,6/20/2018,19:03:04,,,Stylasteridae,22805,48,0.0897970369,,Live,,Sebastolobus; Microstomus pacificus; Pleuronectidae,,Mud-cobble
D20220621-T160953,SE Gulf of Alaska,,54.56968,-133.52304,54.56665,-133.52504,344.861,359.956,5.704318234,,,6/21/2018,7:27:34,,,Porifera,558,1,0.001847684191,,Live,,Anoplopoma fimbria; Microstomus pacificus; Sebastolobus,,Mud-mud
D20220621-T172557,SE Gulf of Alaska,,54.47678,-133.46552,54.47881,-133.46789,268.891,284.51,5.56412671,,,6/21/2018,8:41:19,,,Balticina,146534,2,0.004156338316,,Live,,Microstomus pacificus; Sebastolobus; Pleuronectidae; Sebastes alutus,,Mud-mud
D20220621-T172557,SE Gulf of Alaska,,54.47678,-133.46552,54.47881,-133.46789,268.891,284.51,5.56412671,,,6/21/2018,8:41:19,,,Hexactinellida,22612,1,0.002078169158,,Live,,Microstomus pacificus; Sebastolobus; Pleuronectidae; Sebastes alutus,,Mud-mud
D20220621-T172557,SE Gulf of Alaska,,54.47678,-133.46552,54.47881,-133.46789,268.891,284.51,5.56412671,,,6/21/2018,8:41:19,,,Pennatulacea,1367,3,0.006234507474,,Live,,Microstomus pacificus; Sebastolobus; Pleuronectidae; Sebastes alutus,,Mud-mud
D20220621-T183454,SE Gulf of Alaska,,54.45016,-133.5752,54.4512,-133.57838,207.574,227.277,6.187575763,,,6/21/2018,9:43:45,,,Balticina,146534,3,0.008818988834,,Live,,Sebastes elongatus; Hippoglossus stenolepis; Pleuronectidae,,Mixed Coarse-sand
D20220621-T183454,SE Gulf of Alaska,,54.45016,-133.5752,54.4512,-133.57838,207.574,227.277,6.187575763,,,6/21/2018,9:43:45,,,Demospongiae,164811,1,0.002939662945,,Live,,Sebastes elongatus; Hippoglossus stenolepis; Pleuronectidae,,Mixed Coarse-sand
D20220621-T183454,SE Gulf of Alaska,,54.45016,-133.5752,54.4512,-133.57838,207.574,227.277,6.187575763,,,6/21/2018,9:43:45,,,Hexactinellida,22612,45,0.1322848325,,Live,,Sebastes elongatus; Hippoglossus stenolepis; Pleuronectidae,,Mixed Coarse-sand
D20220621-T183454,SE Gulf of Alaska,,54.45016,-133.5752,54.4512,-133.57838,207.574,227.277,6.187575763,,,6/21/2018,9:43:45,,,Stylasteridae,22805,29,0.08525022539,,Live,,Sebastes elongatus; Hippoglossus stenolepis; Pleuronectidae,,Mixed Coarse-sand
D20220621-T202325,SE Gulf of Alaska,,54.41116,-133.87091,54.41317,-133.87416,218.557,240.578,6.0229,,,6/21/2018,11:31:50,,,Acanthogorgiidae,125272,1,0.001789864887,,Live,,Chirolophis; Agonidae; Atheresthes; Sebastes; Sebastes helvomaculatus; Sebastolobus; Teleostei,,Mixed Coarse-cobble
D20220621-T202325,SE Gulf of Alaska,,54.41116,-133.87091,54.41317,-133.87416,218.557,240.578,6.0229,,,6/21/2018,11:31:50,,,Balticina,146534,6,0.01073918932,,Live,,Chirolophis; Agonidae; Atheresthes; Sebastes; Sebastes helvomaculatus; Sebastolobus; Teleostei,,Mixed Coarse-cobble
D20220621-T202325,SE Gulf of Alaska,,54.41116,-133.87091,54.41317,-133.87416,218.557,240.578,6.0229,,,6/21/2018,11:31:50,,,Calcigorgia beringi,520678,2,0.003579729773,,Live,,Chirolophis; Agonidae; Atheresthes; Sebastes; Sebastes helvomaculatus; Sebastolobus; Teleostei,,Mixed Coarse-cobble
D20220621-T202325,SE Gulf of Alaska,,54.41116,-133.87091,54.41317,-133.87416,218.557,240.578,6.0229,,,6/21/2018,11:31:50,,,Demospongiae,164811,17,0.03042770307,,Live,,Chirolophis; Agonidae; Atheresthes; Sebastes; Sebastes helvomaculatus; Sebastolobus; Teleostei,,Mixed Coarse-cobble
D20220621-T202325,SE Gulf of Alaska,,54.41116,-133.87091,54.41317,-133.87416,218.557,240.578,6.0229,,,6/21/2018,11:31:50,,,Hexactinellida,22612,19,0.03400743285,,Live,,Chirolophis; Agonidae; Atheresthes; Sebastes; Sebastes helvomaculatus; Sebastolobus; Teleostei,,Mixed Coarse-cobble
D20220621-T202325,SE Gulf of Alaska,,54.41116,-133.87091,54.41317,-133.87416,218.557,240.578,6.0229,,,6/21/2018,11:31:50,,,Paragorgiidae,125281,5,0.008949324433,,Live,,Chirolophis; Agonidae; Atheresthes; Sebastes; Sebastes helvomaculatus; Sebastolobus; Teleostei,,Mixed Coarse-cobble
D20220621-T202325,SE Gulf of Alaska,,54.41116,-133.87091,54.41317,-133.87416,218.557,240.578,6.0229,,,6/21/2018,11:31:50,,,Plexauridae,125277,21,0.03758716262,,Live,,Chirolophis; Agonidae; Atheresthes; Sebastes; Sebastes helvomaculatus; Sebastolobus; Teleostei,,Mixed Coarse-cobble
D20220621-T202325,SE Gulf of Alaska,,54.41116,-133.87091,54.41317,-133.87416,218.557,240.578,6.0229,,,6/21/2018,11:31:50,,,Porifera,558,3,0.00536959466,,Live,,Chirolophis; Agonidae; Atheresthes; Sebastes; Sebastes helvomaculatus; Sebastolobus; Teleostei,,Mixed Coarse-cobble
D20220621-T202325,SE Gulf of Alaska,,54.41116,-133.87091,54.41317,-133.87416,218.557,240.578,6.0229,,,6/21/2018,11:31:50,,,Primnoidae,125278,2,0.003579729773,,Live,,Chirolophis; Agonidae; Atheresthes; Sebastes; Sebastes helvomaculatus; Sebastolobus; Teleostei,,Mixed Coarse-cobble
D20220621-T202325,SE Gulf of Alaska,,54.41116,-133.87091,54.41317,-133.87416,218.557,240.578,6.0229,,,6/21/2018,11:31:50,,,Scleractinia,1363,1,0.001789864887,,Live,,Chirolophis; Agonidae; Atheresthes; Sebastes; Sebastes helvomaculatus; Sebastolobus; Teleostei,,Mixed Coarse-cobble
D20220621-T202325,SE Gulf of Alaska,,54.41116,-133.87091,54.41317,-133.87416,218.557,240.578,6.0229,,,6/21/2018,11:31:50,,,Stylasteridae,22805,173,0.3096466254,,Live,,Chirolophis; Agonidae; Atheresthes; Sebastes; Sebastes helvomaculatus; Sebastolobus; Teleostei,,Mixed Coarse-cobble
D20220621-T212826,SE Gulf of Alaska,,54.34045,-133.8707,54.33935,-133.87257,646.562,661.519,4.023121716,,,6/21/2018,13:04:18,,,Pennatulacea,1367,1,0.00294335475,,Live,,Coryphaenoides cinereus; Antimora microlepis; Macrouridae; Cottidae; Teleostei; Bathyraja minspinosa; Coryphaenoides; Zoarcoidei; Microstomus pacificus; Sebastolobus; Coryphaenoides acrolepis,,Mud-mud
D20220621-T235321,SE Gulf of Alaska,,54.52659,-133.77637,54.52877,-133.77191,237.681,256.446,5.482268885,,,6/21/2018,15:02:45,,,Demospongiae,164811,4,0.005112651627,,Live,,Pleuronectidae; Sebastes alutus; Sebastolobus; Glyptocephalus zachirus; Sebastes helvomaculatus; Agonidae; Sebastes,,Mud-mixed coarse
D20220621-T235321,SE Gulf of Alaska,,54.52659,-133.77637,54.52877,-133.77191,237.681,256.446,5.482268885,,,6/21/2018,15:02:45,,,Hexactinellida,22612,19,0.02428509523,,Live,,Pleuronectidae; Sebastes alutus; Sebastolobus; Glyptocephalus zachirus; Sebastes helvomaculatus; Agonidae; Sebastes,,Mud-mixed coarse
D20220621-T235321,SE Gulf of Alaska,,54.52659,-133.77637,54.52877,-133.77191,237.681,256.446,5.482268885,,,6/21/2018,15:02:45,,,Paragorgiidae,125281,3,0.00383448872,,Live,,Pleuronectidae; Sebastes alutus; Sebastolobus; Glyptocephalus zachirus; Sebastes helvomaculatus; Agonidae; Sebastes,,Mud-mixed coarse
D20220621-T235321,SE Gulf of Alaska,,54.52659,-133.77637,54.52877,-133.77191,237.681,256.446,5.482268885,,,6/21/2018,15:02:45,,,Pennatulacea,1367,18,0.02300693232,,Live,,Pleuronectidae; Sebastes alutus; Sebastolobus; Glyptocephalus zachirus; Sebastes helvomaculatus; Agonidae; Sebastes,,Mud-mixed coarse
D20220621-T235321,SE Gulf of Alaska,,54.52659,-133.77637,54.52877,-133.77191,237.681,256.446,5.482268885,,,6/21/2018,15:02:45,,,Plexauridae,125277,2,0.002556325813,,Live,,Pleuronectidae; Sebastes alutus; Sebastolobus; Glyptocephalus zachirus; Sebastes helvomaculatus; Agonidae; Sebastes,,Mud-mixed coarse
D20220621-T235321,SE Gulf of Alaska,,54.52659,-133.77637,54.52877,-133.77191,237.681,256.446,5.482268885,,,6/21/2018,15:02:45,,,Stylasteridae,22805,49,0.06262998243,,Live,,Pleuronectidae; Sebastes alutus; Sebastolobus; Glyptocephalus zachirus; Sebastes helvomaculatus; Agonidae; Sebastes,,Mud-mixed coarse
D20220622-T022325,SE Gulf of Alaska,,54.60279,-133.99502,54.60182,-133.98828,212.403,230.037,5.386882255,,,6/21/2018,17:31:43,,,Anthoptilum grandiflorum,128504,2,0.002450339723,,Live,,Sebastes babcocki; Bathyraja aleutica; Pleuronectidae; Sebastes helvomaculatus; Bathyraja; Sebastes variegatus; Sebastes; Glyptocephalus zachirus; Sebastes polyspinis; Cottoidei; Sebastolobus; Sebastes alutus,,Mud-mixed coarse
D20220622-T022325,SE Gulf of Alaska,,54.60279,-133.99502,54.60182,-133.98828,212.403,230.037,5.386882255,,,6/21/2018,17:31:43,,,Balticina,146534,36,0.04410611502,,Live,,Sebastes babcocki; Bathyraja aleutica; Pleuronectidae; Sebastes helvomaculatus; Bathyraja; Sebastes variegatus; Sebastes; Glyptocephalus zachirus; Sebastes polyspinis; Cottoidei; Sebastolobus; Sebastes alutus,,Mud-mixed coarse
D20220622-T022325,SE Gulf of Alaska,,54.60279,-133.99502,54.60182,-133.98828,212.403,230.037,5.386882255,,,6/21/2018,17:31:43,,,Demospongiae,164811,5,0.006125849308,,Live,,Sebastes babcocki; Bathyraja aleutica; Pleuronectidae; Sebastes helvomaculatus; Bathyraja; Sebastes variegatus; Sebastes; Glyptocephalus zachirus; Sebastes polyspinis; Cottoidei; Sebastolobus; Sebastes alutus,,Mud-mixed coarse
D20220622-T022325,SE Gulf of Alaska,,54.60279,-133.99502,54.60182,-133.98828,212.403,230.037,5.386882255,,,6/21/2018,17:31:43,,,Hexactinellida,22612,24,0.02940407668,,Live,,Sebastes babcocki; Bathyraja aleutica; Pleuronectidae; Sebastes helvomaculatus; Bathyraja; Sebastes variegatus; Sebastes; Glyptocephalus zachirus; Sebastes polyspinis; Cottoidei; Sebastolobus; Sebastes alutus,,Mud-mixed coarse
D20220622-T022325,SE Gulf of Alaska,,54.60279,-133.99502,54.60182,-133.98828,212.403,230.037,5.386882255,,,6/21/2018,17:31:43,,,Plexauridae,125277,16,0.01960271779,,Live,,Sebastes babcocki; Bathyraja aleutica; Pleuronectidae; Sebastes helvomaculatus; Bathyraja; Sebastes variegatus; Sebastes; Glyptocephalus zachirus; Sebastes polyspinis; Cottoidei; Sebastolobus; Sebastes alutus,,Mud-mixed coarse
D20220622-T022325,SE Gulf of Alaska,,54.60279,-133.99502,54.60182,-133.98828,212.403,230.037,5.386882255,,,6/21/2018,17:31:43,,,Porifera,558,1,0.001225169862,,Live,,Sebastes babcocki; Bathyraja aleutica; Pleuronectidae; Sebastes helvomaculatus; Bathyraja; Sebastes variegatus; Sebastes; Glyptocephalus zachirus; Sebastes polyspinis; Cottoidei; Sebastolobus; Sebastes alutus,,Mud-mixed coarse
D20220622-T022325,SE Gulf of Alaska,,54.60279,-133.99502,54.60182,-133.98828,212.403,230.037,5.386882255,,,6/21/2018,17:31:43,,,Primnoidae,125278,1,0.001225169862,,Live,,Sebastes babcocki; Bathyraja aleutica; Pleuronectidae; Sebastes helvomaculatus; Bathyraja; Sebastes variegatus; Sebastes; Glyptocephalus zachirus; Sebastes polyspinis; Cottoidei; Sebastolobus; Sebastes alutus,,Mud-mixed coarse
D20220622-T022325,SE Gulf of Alaska,,54.60279,-133.99502,54.60182,-133.98828,212.403,230.037,5.386882255,,,6/21/2018,17:31:43,,,Stylasteridae,22805,2181,2.672095468,,Live,,Sebastes babcocki; Bathyraja aleutica; Pleuronectidae; Sebastes helvomaculatus; Bathyraja; Sebastes variegatus; Sebastes; Glyptocephalus zachirus; Sebastes polyspinis; Cottoidei; Sebastolobus; Sebastes alutus,,Mud-mixed coarse
D20220622-T031539,SE Gulf of Alaska,,54.62355,-134.00081,54.62114,-133.99615,213.148,230.506,5.690992139,,,6/21/2018,18:15:45,,,Balticina,146534,33,0.05181365902,,Live,,Gadus macrocephalus; Sebastolobus; Pleuronectidae; Sebastes helvomaculatus; Sebastes; Microstomus pacificus; Cottoidei; Sebastes zacentrus; Agonidae; Glyptocephalus zachirus,,Mud-mixed coarse
D20220622-T031539,SE Gulf of Alaska,,54.62355,-134.00081,54.62114,-133.99615,213.148,230.506,5.690992139,,,6/21/2018,18:15:45,,,Demospongiae,164811,16,0.02512177407,,Live,,Gadus macrocephalus; Sebastolobus; Pleuronectidae; Sebastes helvomaculatus; Sebastes; Microstomus pacificus; Cottoidei; Sebastes zacentrus; Agonidae; Glyptocephalus zachirus,,Mud-mixed coarse
D20220622-T031539,SE Gulf of Alaska,,54.62355,-134.00081,54.62114,-133.99615,213.148,230.506,5.690992139,,,6/21/2018,18:15:45,,,Hexactinellida,22612,51,0.08007565485,,Live,,Gadus macrocephalus; Sebastolobus; Pleuronectidae; Sebastes helvomaculatus; Sebastes; Microstomus pacificus; Cottoidei; Sebastes zacentrus; Agonidae; Glyptocephalus zachirus,,Mud-mixed coarse
D20220622-T031539,SE Gulf of Alaska,,54.62355,-134.00081,54.62114,-133.99615,213.148,230.506,5.690992139,,,6/21/2018,18:15:45,,,Paragorgiidae,125281,4,0.006280443517,,Live,,Gadus macrocephalus; Sebastolobus; Pleuronectidae; Sebastes helvomaculatus; Sebastes; Microstomus pacificus; Cottoidei; Sebastes zacentrus; Agonidae; Glyptocephalus zachirus,,Mud-mixed coarse
D20220622-T031539,SE Gulf of Alaska,,54.62355,-134.00081,54.62114,-133.99615,213.148,230.506,5.690992139,,,6/21/2018,18:15:45,,,Pennatulacea,1367,4,0.006280443517,,Live,,Gadus macrocephalus; Sebastolobus; Pleuronectidae; Sebastes helvomaculatus; Sebastes; Microstomus pacificus; Cottoidei; Sebastes zacentrus; Agonidae; Glyptocephalus zachirus,,Mud-mixed coarse
D20220622-T031539,SE Gulf of Alaska,,54.62355,-134.00081,54.62114,-133.99615,213.148,230.506,5.690992139,,,6/21/2018,18:15:45,,,Porifera,558,2,0.003140221759,,Live,,Gadus macrocephalus; Sebastolobus; Pleuronectidae; Sebastes helvomaculatus; Sebastes; Microstomus pacificus; Cottoidei; Sebastes zacentrus; Agonidae; Glyptocephalus zachirus,,Mud-mixed coarse
D20220622-T031539,SE Gulf of Alaska,,54.62355,-134.00081,54.62114,-133.99615,213.148,230.506,5.690992139,,,6/21/2018,18:15:45,,,Primnoidae,125278,1,0.001570110879,,Live,,Gadus macrocephalus; Sebastolobus; Pleuronectidae; Sebastes helvomaculatus; Sebastes; Microstomus pacificus; Cottoidei; Sebastes zacentrus; Agonidae; Glyptocephalus zachirus,,Mud-mixed coarse
D20220622-T031539,SE Gulf of Alaska,,54.62355,-134.00081,54.62114,-133.99615,213.148,230.506,5.690992139,,,6/21/2018,18:15:45,,,Stylasteridae,22805,540,0.8478598749,,Live,,Gadus macrocephalus; Sebastolobus; Pleuronectidae; Sebastes helvomaculatus; Sebastes; Microstomus pacificus; Cottoidei; Sebastes zacentrus; Agonidae; Glyptocephalus zachirus,,Mud-mixed coarse
D20220622-T031539,SE Gulf of Alaska,,54.62355,-134.00081,54.62114,-133.99615,213.148,230.506,5.690992139,,,6/21/2018,18:15:45,,,Swiftia,125314,25,0.03925277198,,Live,,Gadus macrocephalus; Sebastolobus; Pleuronectidae; Sebastes helvomaculatus; Sebastes; Microstomus pacificus; Cottoidei; Sebastes zacentrus; Agonidae; Glyptocephalus zachirus,,Mud-mixed coarse
